date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:18:40	91114/91114	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-ecommerce-orders.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-ecommerce-orders.html	(from https://coderthemes.com/hyper/saas/)
23:18:42	71645/71645	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-ecommerce-orders-details.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-ecommerce-orders-details.html	(from https://coderthemes.com/hyper/saas/)
23:18:43	97022/97022	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-ecommerce-customers.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-ecommerce-customers.html	(from https://coderthemes.com/hyper/saas/)
23:18:43	78511/78511	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-ecommerce-shopping-cart.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-ecommerce-shopping-cart.html	(from https://coderthemes.com/hyper/saas/)
23:18:43	175948/175948	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-ecommerce-checkout.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-ecommerce-checkout.html	(from https://coderthemes.com/hyper/saas/)
23:18:44	97762/97762	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-ecommerce-sellers.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-ecommerce-sellers.html	(from https://coderthemes.com/hyper/saas/)
23:18:45	141627/141627	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-email-inbox.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-email-inbox.html	(from https://coderthemes.com/hyper/saas/)
23:18:46	83070/83070	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-email-read.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-email-read.html	(from https://coderthemes.com/hyper/saas/)
23:18:46	99960/99960	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-projects-list.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-projects-list.html	(from https://coderthemes.com/hyper/saas/)
23:18:47	78594/78594	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/apps-projects-details.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/apps-projects-details.html	(from https://coderthemes.com/hyper/saas/)
